,Quote,Keyword
5887,"A symphony can not be created using common sense and probabilities. It is already written in the fate of the composer. No... that's not it. A symphony is the inevitable result of a bad childhood, deafness, and too many beans eaten after a certain time of day.",inevitable
5888,Humming and the nightly news share a very tight connection indeed.,nightly
5889,"You know about it, don't you, Witch Medusa? About the Kishin beneath the DWMA.",beneath
5890,Thumbtacks in my shoes would stick into my feet whenever I tried to walk. It would hurt. I don't think I could deal with that really.,deal
5891,You better watch out! I can break your neck!,break
5892,"I'll ward off the water from above, can you handle the water on the ground? We'll work together, it's a good thing there are two of us here. This plan would be impossible alone. Quite an obstacle.",plan
5893,"Black Star, I can't come down, there's water. Carry me.",Carry
5894,"Number 58 of the 1,000 provisions I would like you to observe, never talk to me while I'm humming to myself. This is an important provision do you understand?",important
5895,"Of course they are my family, isn't it obvious? And a wonderful family they were. It happened long ago when I was still in the flower of my youth. The cities began to grow wild, people lost hope for the future, they became lazy idol time wasters. And to my everlasting shame I was no exception. Thus I began to watch the 7 O'Clock news religiously every night!",wild
5896,"This is fear. That's good then, I had forgotten what it felt like.",good
5897,I've never seen a man with a screw sticking out of his head before. I don't know how I'm supposed to deal with a guy like that!,supposed
5898,Giraffe! Giraffe! I love Giraffes!,love
5899,Yeah it's going to be freaking awesome!,freaking
5900,"We were born as weapons and we loved the power that came with it. Nothing could scare us. We walked around town like we owned the place, taking whatever we wanted whenever we wanted it. No one ever thought to ask what our lives were really like.",thought
5901,"What If I didn't fold the toilet paper? Something like that could ruin my life forever. I can't be defeated by toilet paper, if I turn my back on this I shouldn't be allowed to live anymore.",defeated
5902,"That's right, I said destory it.",destory
5903,"Hey! Hold on, come back! I'll tell you what! I can lower those 1,000 provisions down to 800, just as long as you take part in the five hour story telling party.",hour story telling
5904,"Before becoming my Meister there is a list of 1,000 provisions you must peruse. Be sure to look through all of them, they're important. I greatly look forward to your participation in number 452 the five hour story telling party.",greatly
5905,"Ha ha ha ha! Promise me something, if you're gonna sue, go after the spirit first, okay?",gonna
5906,"I don't like it, the dark circles under my eyes will come back and I don't know how to deal with the dark circles!",eyes
5907,"Hey sis, I've been wondering. How come everyone always closes their eyes when they sneeze? Is it to keep their eyes from popping out of their heads?",eyes from popping
5908,"I can see through you, you're lying, you want to gobble up my hot body!",gobble
5909,"I'm a pig, a louse, a useless cow! I destroyed Anubis! Such utter garbage cannot be allowed to live! I deserve to die!",deserve
5910,A sound soul dwells within sound skin and sound cuticles.,soul
5911,Yeah Kid you're not garbage. If you were garbage you would smell a lot worse so why don't we just get up and try again okay?,smell
5912,No I can't go on like this! I should die! How could this happen? Did I really forget to fold the tip of the toilet paper into a triangle?,forget
5913,I'mma... I'm not very good at talking with girls. They make me nervous.,good at talking
5914,"This much I know, my blood is black.",blood
5915,Are you helping because you're a doctor? Or is it because you're a Witch?,Witch
5916,Nothing beats a cup of herbal tea in the morning.,beats
5917,My legend dates back to the 12th Century you see. My legend is quite old. The 12th Century was a long time ago.,long time ago
5918,*chuckles* Looks like your little kitties failed. The taste of victory is very sweet!,taste of victory
5919,You're horrible! Commenting on my appearance like that! I don't have to listen to this from you! It's sexual harassment!,sexual
5920,"Free, we gotta inject the Black Blood into the Kishin, if we don't then Medusa is gonna slaughter us!",gotta
5921,"Pum, Pum, Pum, Pum. I always get what I want, so just give it to me. Pum, Pum, Pum, Pum. I'm a beauty, beautiful pretty lady. But you know, you know I've got a secret yes I do. Pumpkins, Pum, Pum, Pumpkins. Pum, Pum, Pumpkins because that's my magic spell. Pum, Pum, Pumpkins, Pum, Pum, Pumpkins yeah!",beautiful pretty lady
5922,"Pum, Pumkins, Smashing Pumkins!",Smashing
5923,It's so lovely to have been born a Witch.,lovely
5924,"You don't feel as good on my foot now, change yourself back into a frog.",feel
5925,Young ones! Do you want to hear the legend of me? Do you want to hear a heroic tale?,hear a heroic
5926,I think I'd like to dissect you now!,dissect
5927,The doors here only open one way. They open inward.,doors
5928,"You're disgustingly hideous! What the hell kind of thing are you? I've never seen anything more messed up in my life! Do you know nothing about symmetry? Whoever made you should be dug up from his grave, shot and reburied! You make me violently ill.",made
5929,Tornado Flip!,Tornado
5930,Oh! My little scythey boy!,scythey
5931,Next time I really am going to kill you Medusa ribbit!,time
5932,"It will be alright, have faith in yourself. Crona, you will be a Kishin.",faith
5933,No autographs!,autographs
5934,Welcome. Welcome to my cave young ones. Please forgive the belated salutations I am the holy sword Excalibur!,forgive
5935,"All the more reason to dissect one, before the whole species dies off.",reason
5936,Symmetry is key everything must be esthetically pleasing. That's why I use the two of you as twin pistols in order to preserve symmetry. When I hold you both I'm completely balanced on the right and left. It isn't perfect because your human forms are so different from each other though. Your hair styles and height for example. Even your boobs are different sizes!,hold
